air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,power_proxy
300.7,310.1,1261,56.6,98,71372.6
300.6,310.0,1542,33.9,100,52273.799999999996
300.6,310.0,1438,53.8,103,77364.4
300.6,310.0,1511,36.9,105,55755.9
300.6,310.0,1635,31.0,107,50685.0
300.6,309.9,1428,48.8,109,69686.4
300.5,309.8,1410,44.4,111,62604.0
300.5,309.9,1423,47.9,114,68161.7
300.5,309.9,1552,41.3,116,64097.6
300.5,310.0,1406,50.2,119,70581.2
300.5,309.9,1443,48.3,122,69696.9
300.5,309.9,1343,63.7,124,85549.1
300.6,310.0,1486,41.2,127,61223.200000000004
300.6,310.1,1297,50.0,130,64850.0
300.6,310.1,1495,42.3,132,63238.49999999999
300.5,309.9,1382,46.5,134,64263.0
300.4,309.8,1356,44.4,136,60206.4
300.3,309.7,1452,41.5,139,60258.0
300.3,309.7,1582,30.8,144,48725.6
300.4,309.8,1517,40.3,149,61135.1
300.5,310.0,1413,44.5,152,62878.5
300.4,309.9,1496,31.8,154,47572.8
300.3,309.8,1466,41.2,156,60399.200000000004
300.3,309.8,1617,40.8,158,65973.59999999999
300.2,309.8,1506,41.8,161,62950.799999999996
300.2,309.8,1401,49.3,163,69069.3
300.2,309.9,1906,22.9,165,43647.399999999994
300.2,309.9,1566,36.4,170,57002.399999999994
300.2,310.0,1493,47.3,172,70618.9
300.3,310.1,1483,39.9,174,59171.7
300.2,309.9,1569,31.2,176,48952.799999999996
300.2,310.0,1664,30.7,179,51084.799999999996
300.2,310.0,1486,40.1,182,59588.6
300.2,310.0,1389,53.6,184,74450.40000000001
300.1,310.0,1511,41.7,186,63008.700000000004
300.2,310.1,1485,40.5,188,60142.5
300.2,310.2,1440,42.9,191,61776.0
300.2,310.2,1378,43.9,193,60494.2
300.1,310.1,1501,39.3,195,58989.299999999996
300.2,310.1,1474,44.0,198,64856.0
300.2,310.1,1392,47.9,201,66676.8
300.3,310.2,1429,44.7,203,63876.3
300.3,310.3,1362,60.3,206,82128.59999999999
300.3,310.3,1704,29.5,0,50268.0
300.3,310.2,1492,52.3,2,78031.59999999999
300.3,310.2,1442,39.5,4,56959.0
300.2,310.2,1438,51.5,7,74057.0
300.1,310.1,1402,46.6,10,65333.200000000004
300.1,310.1,1684,30.8,13,51867.200000000004
300.2,310.2,1530,48.5,15,74205.0
300.1,310.1,1569,43.5,17,68251.5
300.1,310.1,1650,31.6,19,52140.0
300.2,310.2,1415,49.6,21,70184.0
300.2,310.2,1600,31.5,23,50400.0
300.2,310.1,1523,42.3,25,64422.899999999994
300.2,310.2,1628,30.3,27,49328.4
300.2,310.3,1331,52.1,30,69345.1
300.3,310.3,2158,16.8,32,36254.4
300.2,310.3,1445,50.9,34,73550.5
300.2,310.3,1593,36.1,36,57507.3
300.3,310.4,1672,29.2,39,48822.4
300.4,310.5,1644,31.4,41,51621.6
300.4,310.5,1402,54.3,44,76128.59999999999
300.4,310.4,1286,56.8,46,73044.8
300.4,310.4,1486,46.3,48,68801.8
300.3,310.3,1345,46.3,50,62273.49999999999
300.3,310.3,1629,34.1,52,55548.9
300.2,310.2,1429,43.8,54,62590.2
300.1,310.1,1306,64.7,57,84498.2
300.1,310.1,1380,52.6,59,72588.0
300.1,310.1,1443,49.3,61,71139.9
300.1,310.1,1426,42.7,64,60890.200000000004
300.0,310.0,1486,41.8,69,62114.799999999996
300.0,309.9,1530,34.5,71,52785.0
300.0,309.9,1507,41.4,74,62389.799999999996
300.0,309.9,1608,33.4,76,53707.2
300.0,309.8,1474,40.6,78,59844.4
300.0,309.7,1326,61.9,80,82079.4
299.8,309.6,1434,48.0,82,68832.0
299.8,309.6,1526,41.7,85,63634.200000000004
299.8,309.7,1483,39.6,87,58726.8
299.8,309.7,1457,51.9,89,75618.3
299.7,309.6,1540,34.4,91,52976.0
299.8,309.7,1707,29.1,94,49673.700000000004
299.8,309.7,1624,34.2,96,55540.8
299.8,309.6,1331,50.2,98,66816.2
299.8,309.7,1431,40.3,101,57669.299999999996
299.8,309.7,1705,28.5,103,48592.5
299.8,309.8,1427,45.2,106,64500.4
299.9,309.8,1625,41.2,109,66950.0
299.9,309.8,1477,47.7,112,70452.90000000001
300.0,309.9,1651,28.1,114,46393.100000000006
299.9,309.8,1716,28.2,117,48391.2
299.9,309.8,1400,48.7,119,68180.0
299.8,309.7,1556,37.7,124,58661.200000000004
299.8,309.7,1429,42.6,127,60875.4
299.7,309.6,1433,49.6,129,71076.8
299.8,309.7,1320,61.7,134,81444.0
299.8,309.6,1374,51.6,137,70898.40000000001
299.8,309.6,1598,31.0,139,49538.0
299.8,309.7,1910,21.8,141,41638.0
299.7,309.6,1399,51.3,144,71768.7
299.7,309.6,1720,27.1,146,46612.0
299.8,309.7,1368,47.4,148,64843.2
299.8,309.8,1749,33.4,153,58416.6
299.8,309.8,1542,39.4,155,60754.799999999996
299.8,309.9,1553,36.6,157,56839.8
299.9,309.9,1639,42.1,159,69001.90000000001
299.9,310.0,1447,45.9,162,66417.3
299.8,310.0,1397,48.1,164,67195.7
299.8,310.0,1361,53.8,167,73221.8
299.8,310.0,1460,37.1,169,54166.0
299.8,310.0,1632,33.7,172,54998.4
299.8,310.0,1697,36.0,175,61092.0
299.8,310.1,1553,42.0,177,65226.0
299.9,310.1,1362,56.3,179,76680.59999999999
299.9,310.0,1484,42.1,182,62476.4
299.9,310.1,1447,51.4,185,74375.8
300.0,310.2,1393,51.2,190,71321.6
300.0,310.2,1760,26.9,193,47344.0
300.0,310.1,1477,34.6,195,51104.200000000004
299.9,310.1,1681,29.1,197,48917.100000000006
300.0,310.1,1314,53.5,199,70299.0
300.0,310.1,1762,28.0,202,49336.0
299.9,310.0,1402,44.7,204,62669.4
300.1,310.2,1429,42.0,206,60018.0
300.2,310.3,1448,40.1,209,58064.8
300.2,310.4,1501,42.9,212,64392.9
300.3,310.5,1522,39.1,217,59510.200000000004
300.3,310.4,1493,37.5,219,55987.5
300.2,310.3,1704,29.4,221,50097.6
300.2,310.3,1408,42.5,0,59840.0
300.2,310.4,1518,41.8,5,63452.399999999994
300.3,310.4,1742,25.9,7,45117.799999999996
300.4,310.5,1500,43.0,9,64500.0
300.4,310.5,2424,14.5,12,35148.0
300.4,310.5,1818,25.1,14,45631.8
300.4,310.6,1545,35.6,16,55002.0
300.4,310.6,1429,46.9,19,67020.09999999999
300.4,310.6,1448,44.9,21,65015.2
300.4,310.6,1384,48.7,24,67400.8
300.4,310.5,1578,32.8,26,51758.399999999994
300.5,310.5,1695,26.7,28,45256.5
300.5,310.6,1543,36.2,30,55856.600000000006
300.4,310.5,1540,33.4,32,51436.0
300.2,310.4,1808,25.8,35,46646.4
300.3,310.4,1293,49.7,37,64262.100000000006
300.2,310.3,1202,59.5,40,71519.0
300.2,310.3,1704,29.2,42,49756.799999999996
300.2,310.3,1478,38.1,45,56311.8
300.2,310.3,1514,38.7,48,58591.8
300.1,310.3,1350,48.8,50,65880.0
300.1,310.2,1475,54.2,53,79945.0
300.0,310.1,1714,28.7,55,49191.799999999996
300.0,310.1,1465,40.9,60,59918.5
299.9,310.2,1288,69.6,62,89644.79999999999
300.0,310.2,1675,29.7,64,49747.5
300.0,310.2,1486,36.4,66,54090.4
300.0,310.2,1443,58.7,68,84704.1
300.1,310.3,1345,57.1,71,76799.5
300.2,310.4,1202,61.7,74,74163.40000000001
300.1,310.4,1480,37.1,77,54908.0
300.2,310.4,1530,35.7,80,54621.00000000001
300.2,310.6,1983,20.8,83,41246.4
300.3,310.6,1433,53.8,86,77095.4
300.3,310.6,1806,24.4,88,44066.399999999994
300.2,310.5,1416,46.7,90,66127.2
300.1,310.4,1556,38.1,92,59283.600000000006
300.1,310.5,1627,29.2,95,47508.4
300.1,310.6,1809,24.3,97,43958.700000000004
300.1,310.5,1329,57.4,99,76284.59999999999
300.0,310.4,1881,21.9,102,41193.899999999994
300.1,310.5,1500,39.8,107,59699.99999999999
300.1,310.5,1532,36.0,109,55152.0
300.1,310.5,1492,50.9,111,75942.8
300.2,310.6,1431,42.3,113,60531.299999999996
300.1,310.4,1554,39.4,115,61227.6
300.1,310.5,1494,44.2,117,66034.8
300.1,310.6,1374,45.4,119,62379.6
300.1,310.5,1394,44.3,121,61754.2
300.0,310.5,1790,25.7,123,46003.0
300.1,310.5,1356,45.8,126,62104.799999999996
300.0,310.4,1385,52.1,128,72158.5
300.0,310.4,1333,49.1,131,65450.3
300.0,310.4,1505,44.9,133,67574.5
300.0,310.5,1606,33.5,135,53801.0
300.0,310.5,1558,36.7,137,57178.600000000006
300.0,310.5,1412,52.4,142,73988.8
299.9,310.4,1408,38.4,144,54067.2
299.9,310.3,1268,53.3,146,67584.4
299.9,310.4,1470,50.0,148,73500.0
299.9,310.4,1497,47.0,150,70359.0
299.9,310.3,1638,29.1,152,47665.8
299.9,310.3,1535,43.9,154,67386.5
299.8,310.2,1654,32.7,159,54085.8
299.8,310.2,1411,49.7,161,70126.7
299.8,310.2,1911,23.5,166,44908.5
299.8,310.2,1573,33.3,168,52380.899999999994
299.9,310.2,1479,46.3,173,68477.7
299.9,310.4,1820,26.6,175,48412.0
299.9,310.4,1419,45.7,178,64848.3
299.9,310.5,1335,52.9,180,70621.5
299.9,310.5,1576,39.4,183,62094.399999999994
300.0,310.5,1517,42.2,186,64017.4
299.9,310.4,1576,34.3,188,54056.799999999996
299.8,310.2,1537,36.6,191,56254.200000000004
299.8,310.3,1524,34.2,196,52120.8
299.8,310.3,1805,23.7,198,42778.5
299.9,310.4,1367,53.3,201,72861.09999999999
299.8,310.4,1694,30.3,204,51328.200000000004
299.9,310.4,1328,49.9,206,66267.2
299.9,310.5,1549,42.8,208,66297.2
299.9,310.5,1539,32.8,213,50479.2
299.8,310.5,1496,38.8,215,58044.799999999996
299.8,310.4,1579,36.4,0,57475.6
299.7,310.3,1386,46.6,2,64587.6
299.7,310.3,1505,37.7,4,56738.50000000001
299.7,310.3,1661,34.5,6,57304.5
299.6,310.2,1468,48.0,9,70464.0
299.6,310.1,1384,49.8,11,68923.2
299.6,310.2,1381,60.5,13,83550.5
299.6,310.2,1469,47.0,15,69043.0
299.6,310.2,1627,36.6,17,59548.200000000004
299.7,310.3,1462,40.4,19,59064.799999999996
299.7,310.2,1633,36.5,24,59604.5
299.7,310.2,1469,39.5,26,58025.5
299.7,310.2,1458,43.4,28,63277.2
299.7,310.2,1440,42.8,30,61631.99999999999
299.8,310.3,1687,30.4,33,51284.799999999996
299.7,310.3,1429,47.7,35,68163.3
299.6,310.2,1588,34.1,38,54150.8
299.6,310.2,1333,51.2,40,68249.6
299.6,310.1,1487,42.9,42,63792.299999999996
299.5,310.1,1659,31.5,44,52258.5
299.4,310.0,1512,43.2,47,65318.4
299.5,310.1,1585,35.2,50,55792.00000000001
299.5,310.0,1502,38.5,52,57827.0
299.5,310.0,1594,35.1,54,55949.4
299.5,310.0,1412,48.9,56,69046.8
299.5,309.9,1402,51.7,58,72483.40000000001
299.6,310.1,2057,20.4,60,41962.799999999996
299.6,310.1,1531,36.8,62,56340.799999999996
299.5,310.1,1359,61.1,67,83034.90000000001
299.6,310.2,1620,30.0,70,48600.0
299.6,310.1,1646,29.6,73,48721.600000000006
299.6,310.1,1455,46.1,76,67075.5
299.6,310.2,1512,44.0,79,66528.0
299.6,310.2,1473,42.7,81,62897.100000000006
299.6,310.1,1553,38.0,83,59014.0
299.5,310.0,1379,50.4,85,69501.59999999999
299.4,309.9,1567,40.6,87,63620.200000000004
299.5,310.0,1481,43.1,90,63831.1
299.5,310.0,1349,52.7,92,71092.3
299.5,310.0,1388,52.4,94,72731.2
299.6,310.1,1357,48.7,96,66085.90000000001
299.6,310.2,1743,24.8,99,43226.4
299.7,310.3,1495,43.1,101,64434.5
299.8,310.4,1698,28.3,103,48053.4
299.7,310.4,1410,44.5,105,62745.0
299.7,310.4,1614,36.2,108,58426.8
299.8,310.5,1375,53.9,110,74112.5
299.8,310.6,1574,31.8,113,50053.200000000004
299.8,310.6,1423,44.6,116,63465.8
299.8,310.6,1694,31.3,121,53022.200000000004
299.8,310.6,1707,32.5,124,55477.5
299.7,310.5,1490,41.2,126,61388.00000000001
299.7,310.6,1675,31.3,129,52427.5
299.7,310.5,1492,39.3,131,58635.6
299.7,310.5,1594,35.4,134,56427.6
299.7,310.6,1479,38.0,137,56202.0
299.7,310.6,1572,38.0,139,59736.0
299.7,310.6,1616,35.1,142,56721.600000000006
299.7,310.6,1737,26.1,144,45335.700000000004
299.7,310.7,1498,37.8,146,56624.399999999994
299.6,310.6,1642,35.1,149,57634.200000000004
299.6,310.6,1633,34.2,151,55848.600000000006
299.8,310.8,1409,51.9,154,73127.09999999999
299.8,310.8,1463,43.5,156,63640.5
299.8,310.8,1376,48.6,159,66873.6
299.8,310.8,1553,32.2,161,50006.600000000006
299.8,310.8,1530,35.2,163,53856.00000000001
299.8,310.9,1545,40.7,166,62881.50000000001
299.8,310.9,1427,47.2,168,67354.40000000001
299.9,310.9,1292,51.1,173,66021.2
299.8,310.9,2084,17.6,175,36678.4
299.9,311.0,1747,27.6,177,48217.200000000004
300.0,311.1,1425,47.8,179,68115.0
300.0,311.0,1637,33.6,181,55003.200000000004
300.1,311.1,1616,35.2,183,56883.200000000004
300.1,311.1,1619,33.4,186,54074.6
300.1,311.2,1489,39.1,188,58219.9
300.1,311.2,1452,42.4,190,61564.799999999996
300.1,311.3,1495,41.0,193,61295.0
300.2,311.4,1427,39.7,196,56651.9
300.1,311.4,1572,36.2,199,56906.4
300.1,311.3,1547,40.0,201,61880.0
300.1,311.4,1342,48.5,203,65087.0
300.0,311.2,1351,44.1,206,59579.1
300.0,311.3,1407,47.3,208,66551.09999999999
300.1,311.4,1575,29.8,210,46935.0
300.0,311.4,1791,24.1,213,43163.100000000006
300.0,311.4,1692,29.0,216,49068.0
300.0,311.4,1634,31.9,0,52124.6
300.0,311.4,1864,23.3,2,43431.200000000004
300.0,311.4,1590,33.6,5,53424.0
300.0,311.4,1384,46.1,7,63802.4
300.0,311.4,1352,61.8,10,83553.59999999999
300.1,311.4,1484,43.1,13,63960.4
300.1,311.4,1913,21.9,15,41894.7
300.0,311.4,1508,38.2,18,57605.600000000006
299.9,311.3,1504,40.7,20,61212.8
300.0,311.4,1487,41.2,22,61264.4
299.8,311.3,1727,30.0,24,51810.0
299.9,311.3,1647,27.5,26,45292.5
300.0,311.3,1493,41.4,28,61810.2
300.0,311.4,1655,29.6,30,48988.0
299.9,311.4,1337,54.8,32,73267.59999999999
300.0,311.5,1601,36.9,35,59076.899999999994
300.1,311.6,1589,37.9,37,60223.1
300.2,311.7,1286,55.1,42,70858.6
300.2,311.7,1553,41.3,44,64138.899999999994
300.2,311.8,1379,51.0,46,70329.0
300.3,311.9,1677,30.8,48,51651.6
300.3,311.8,1488,38.4,51,57139.2
300.3,311.8,1418,45.9,53,65086.2
300.3,311.8,1451,41.0,55,59491.0
300.3,311.8,1508,43.1,57,64994.8
300.3,311.7,1579,33.6,59,53054.4
300.3,311.7,1432,47.7,61,68306.40000000001
300.2,311.6,1446,47.3,66,68395.8
300.2,311.7,1597,39.5,68,63081.5
300.2,311.7,1397,50.2,71,70129.40000000001
300.1,311.6,1530,36.6,74,55998.0
300.1,311.6,1433,51.4,76,73656.2
300.0,311.5,1591,32.0,79,50912.0
300.0,311.5,1445,41.6,81,60112.0
300.0,311.5,1749,28.3,83,49496.700000000004
300.0,311.3,1703,30.4,85,51771.2
300.1,311.4,1518,46.9,87,71194.2
300.1,311.3,1535,42.3,92,64930.49999999999
300.1,311.4,1390,52.1,94,72419.0
300.3,311.6,1801,23.6,97,42503.600000000006
300.3,311.6,1463,41.6,102,60860.8
300.3,311.6,1560,37.7,107,58812.00000000001
300.3,311.6,1607,33.5,109,53834.5
300.4,311.6,1332,54.6,111,72727.2
300.3,311.7,1365,53.3,113,72754.5
300.3,311.6,1617,32.5,115,52552.5
300.3,311.6,1304,62.8,118,81891.2
300.3,311.7,1989,22.3,121,44354.700000000004
300.3,311.6,1339,53.4,123,71502.59999999999
300.2,311.5,1492,41.8,128,62365.6
300.1,311.3,1518,40.2,130,61023.600000000006
300.1,311.3,1479,39.5,133,58420.5
300.1,311.3,1523,34.1,135,51934.3
300.2,311.4,1570,35.3,138,55420.99999999999
300.2,311.4,1506,36.1,141,54366.6
300.2,311.6,1510,47.5,146,71725.0
300.2,311.6,1671,28.8,149,48124.8
300.3,311.6,1312,53.4,151,70060.8
300.3,311.6,1595,38.8,154,61885.99999999999
300.3,311.7,1635,31.8,156,51993.0
300.3,311.7,1707,33.6,158,57355.200000000004
300.3,311.7,1545,43.5,160,67207.5
300.2,311.6,1751,28.0,162,49028.0
300.4,311.8,1707,30.0,165,51210.0
300.4,311.8,1320,57.9,168,76428.0
300.3,311.7,1319,51.4,170,67796.59999999999
300.2,311.7,1448,54.2,173,78481.6
300.2,311.8,1436,48.2,175,69215.2
300.3,311.9,1609,34.0,177,54706.0
300.2,311.8,1464,44.5,179,65148.0
300.3,311.8,1483,45.1,181,66883.3
300.2,311.8,1748,28.5,184,49818.0
300.3,311.8,1746,26.3,187,45919.8
300.2,311.8,1410,51.4,189,72474.0
300.2,311.7,1640,30.8,191,50512.0
300.3,311.7,1655,29.9,193,49484.5
300.3,311.7,1646,28.9,198,47569.399999999994
300.4,311.8,1589,42.0,201,66738.0
300.5,311.9,1546,39.4,203,60912.399999999994
300.5,311.9,1511,41.8,205,63159.799999999996
300.5,311.9,1750,28.3,207,49525.0
300.5,311.9,1730,27.5,209,47575.0
300.6,311.9,1372,60.1,212,82457.2
300.5,311.8,1524,38.9,214,59283.6
300.4,311.8,1601,36.1,0,57796.100000000006
300.5,311.8,1636,34.4,2,56278.399999999994
300.4,311.8,2261,14.9,5,33688.9
300.4,311.8,1636,32.3,7,52842.799999999996
300.4,311.9,1335,58.3,9,77830.5
300.3,311.7,1236,57.5,12,71070.0
300.3,311.7,1445,47.3,15,68348.5
300.2,311.5,1500,40.8,17,61199.99999999999
300.2,311.6,1999,21.0,19,41979.0
300.2,311.6,1529,35.5,21,54279.5
300.2,311.6,1467,40.7,23,59706.9
300.1,311.5,1334,54.0,26,72036.0
300.1,311.5,1343,46.2,28,62046.600000000006
300.2,311.5,1639,31.1,31,50972.9
300.1,311.5,1383,49.1,33,67905.3
300.1,311.4,1660,31.4,38,52124.0
300.1,311.3,1470,45.2,40,66444.0
300.1,311.3,1748,26.6,42,46496.8
300.1,311.4,1467,35.7,45,52371.9
300.1,311.4,1617,39.3,47,63548.1
300.1,311.4,1377,56.7,50,78075.90000000001
300.0,311.3,1629,32.1,55,52290.9
300.0,311.2,1504,37.9,58,57001.6
300.0,311.2,1418,47.3,60,67071.4
300.0,311.2,1629,31.7,62,51639.299999999996
300.1,311.3,2579,12.5,64,32237.5
300.1,311.3,1305,64.7,66,84433.5
300.2,311.4,1450,38.5,68,55825.0
300.2,311.3,1487,36.9,71,54870.299999999996
300.2,311.3,1587,31.2,73,49514.4
300.3,311.5,1528,40.9,76,62495.2
300.4,311.6,1401,49.9,79,69909.9
300.3,311.5,1446,45.0,82,65070.0
300.2,311.4,1425,44.2,84,62985.00000000001
300.2,311.4,1891,22.6,86,42736.600000000006
300.2,311.5,1454,42.8,88,62231.2
300.1,311.4,1430,40.9,93,58487.0
300.2,311.4,1495,43.6,95,65182.0
300.3,311.4,1544,41.6,97,64230.4
300.3,311.4,1554,34.3,99,53302.2
300.2,311.3,1491,37.3,102,55614.299999999996
300.3,311.3,1525,40.7,105,62067.50000000001
300.3,311.3,1505,39.6,107,59598.0
300.3,311.4,1371,50.2,109,68824.2
300.3,311.3,1332,60.5,112,80586.0
300.3,311.4,1471,37.0,114,54427.0
300.4,311.5,1750,27.3,116,47775.0
300.3,311.4,1386,48.1,119,66666.6
300.4,311.4,1355,56.2,122,76151.0
300.3,311.3,1377,53.8,125,74082.59999999999
300.3,311.1,1388,49.4,128,68567.2
300.3,311.1,1350,58.7,130,79245.0
300.4,311.2,1831,23.4,133,42845.399999999994
300.3,311.2,1381,65.2,136,90041.2
300.3,311.2,1783,25.6,139,45644.8
300.3,311.0,1613,34.7,142,55971.100000000006
300.2,311.0,2370,14.7,144,34839.0
300.2,311.0,1627,33.7,147,54829.9
300.2,311.0,1255,71.8,149,90109.0
300.2,311.0,1777,27.5,151,48867.5
300.3,311.1,1606,30.9,156,49625.399999999994
300.3,311.1,1676,28.6,158,47933.600000000006
300.3,311.1,1605,37.1,160,59545.5
300.4,311.1,1487,37.4,162,55613.799999999996
300.4,311.2,1471,46.5,164,68401.5
300.3,311.1,1477,44.2,166,65283.4
300.4,311.2,1530,32.0,169,48960.0
300.4,311.2,1673,28.9,171,48349.7
300.4,311.2,1436,56.8,173,81564.8
300.4,311.3,1495,51.2,175,76544.0
300.4,311.2,1366,56.1,177,76632.6
300.4,311.2,1489,45.3,180,67451.7
300.3,311.1,1480,46.6,185,68968.0
300.4,311.2,1472,37.3,187,54905.6
300.4,311.1,1397,50.8,189,70967.59999999999
300.4,311.1,1589,35.5,191,56409.5
300.4,311.1,1405,54.1,193,76010.5
300.4,311.1,2013,20.1,195,40461.3
300.4,311.0,1802,26.0,197,46852.0
300.4,311.0,1433,46.1,199,66061.3
300.5,311.1,1296,61.3,202,79444.8
300.5,311.2,1551,36.6,205,56766.600000000006
300.5,311.2,1270,67.5,208,85725.0
300.6,311.3,1531,38.5,0,58943.5
300.5,311.2,1397,45.2,2,63144.4
300.5,311.1,1547,37.2,7,57548.4
300.5,311.0,2074,18.9,9,39198.6
300.5,311.1,1491,42.6,11,63516.6
300.5,311.0,1759,28.3,13,49779.700000000004
300.4,311.0,1595,35.4,15,56463.0
300.4,311.2,1351,62.0,18,83762.0
300.4,311.2,1705,28.7,20,48933.5
300.4,311.2,1406,43.6,22,61301.6
300.4,311.3,1639,34.6,24,56709.4
300.4,311.3,2026,20.3,26,41127.8
300.4,311.3,1350,56.5,31,76275.0
300.5,311.3,1468,41.1,34,60334.8
300.5,311.4,1642,27.1,37,44498.200000000004
300.5,311.3,1490,41.8,39,62281.99999999999
300.5,311.3,1507,43.4,41,65403.799999999996
300.5,311.4,1611,32.7,44,52679.700000000004
300.5,311.4,1743,27.6,46,48106.8
300.5,311.3,1475,46.3,49,68292.5
300.5,311.4,1432,47.5,51,68020.0
300.5,311.4,1442,47.0,53,67774.0
300.6,311.4,1468,40.4,55,59307.2
300.5,311.4,1556,45.3,58,70486.79999999999
300.5,311.4,1312,51.4,60,67436.8
300.6,311.5,1459,47.0,63,68573.0
300.5,311.5,1651,36.9,65,60921.899999999994
300.5,311.5,1490,38.4,67,57216.0
300.6,311.6,1473,31.5,69,46399.5
300.6,311.7,1734,29.9,72,51846.6
300.6,311.7,1507,45.5,74,68568.5
300.6,311.7,1556,34.9,76,54304.399999999994
300.5,311.6,1351,53.5,78,72278.5
300.5,311.7,1445,44.8,83,64735.99999999999
300.5,311.7,1619,32.7,85,52941.3
300.5,311.7,1269,64.0,87,81216.0
300.5,311.6,1534,37.7,90,57831.8
300.5,311.6,1444,49.3,92,71189.2
300.5,311.6,1744,26.8,94,46739.200000000004
300.4,311.5,1441,44.6,96,64268.6
300.3,311.3,1506,40.7,98,61294.200000000004
300.3,311.4,1526,38.5,101,58751.0
300.4,311.5,1704,29.7,103,50608.799999999996
300.4,311.4,1445,52.4,105,75718.0
300.5,311.5,1661,35.9,110,59629.899999999994
300.5,311.4,1466,41.8,112,61278.799999999996
300.4,311.3,1608,35.1,114,56440.8
300.4,311.4,1352,57.3,116,77469.59999999999
300.4,311.4,1604,31.7,119,50846.799999999996
300.4,311.4,1427,50.7,122,72348.90000000001
300.4,311.4,1424,44.6,127,63510.4
300.4,311.4,1662,29.3,129,48696.6
300.4,311.4,1936,23.9,131,46270.399999999994
300.4,311.4,1728,31.7,133,54777.6
300.4,311.4,1552,28.8,135,44697.6
300.4,311.5,1662,29.0,137,48198.0
300.3,311.4,1343,57.7,142,77491.1
300.4,311.5,1476,32.6,144,48117.6
300.3,311.4,1346,51.1,147,68780.6
300.4,311.5,1492,44.6,149,66543.2
300.3,311.5,1540,41.5,151,63910.0
300.4,311.5,1596,32.5,154,51870.0
300.5,311.6,1541,47.8,156,73659.79999999999
300.5,311.6,1661,30.0,158,49830.0
300.4,311.6,1359,55.4,160,75288.59999999999
300.5,311.6,1528,42.4,163,64787.2
300.5,311.6,1246,52.9,165,65913.4
300.5,311.6,1575,32.5,168,51187.5
300.5,311.6,1658,30.4,170,50403.2
300.5,311.6,1385,54.8,173,75898.0
300.5,311.7,1454,50.3,175,73136.2
300.5,311.6,1497,40.5,180,60628.5
300.6,311.7,1424,50.8,182,72339.2
300.6,311.7,1528,43.9,185,67079.2
300.6,311.8,1539,37.0,187,56943.0
300.7,311.8,1336,58.4,189,78022.4
300.5,311.6,1525,37.6,191,57340.0
300.5,311.6,1456,51.1,193,74401.6
300.5,311.7,2141,17.2,196,36825.2
300.5,311.6,1476,39.1,199,57711.6
300.5,311.6,1509,47.2,202,71224.8
300.5,311.6,1447,45.4,204,65693.8
300.6,311.7,1448,49.1,206,71096.8
300.6,311.7,1428,52.6,208,75112.8
300.6,311.7,1389,52.1,210,72366.90000000001
300.7,311.7,1635,32.4,213,52974.0
300.7,311.7,1395,43.7,215,60961.50000000001
300.7,311.8,1443,43.7,217,63059.100000000006
300.7,311.7,1412,49.1,219,69329.2
300.7,311.7,1524,43.5,222,66294.0
300.7,311.8,1407,42.4,224,59656.799999999996
300.8,311.7,1397,43.5,227,60769.5
300.7,311.7,1504,36.9,229,55497.6
300.7,311.7,2097,18.9,232,39633.299999999996
300.6,311.7,1553,39.8,0,61809.399999999994
300.6,311.7,1432,39.2,2,56134.4
300.5,311.6,1577,36.5,4,57560.5
300.5,311.5,1370,56.1,7,76857.0
300.5,311.6,1506,36.2,10,54517.200000000004
300.6,311.6,1964,21.4,15,42029.6
300.6,311.7,1500,36.7,17,55050.00000000001
300.6,311.7,1488,47.7,22,70977.6
300.6,311.5,1282,60.2,24,77176.40000000001
300.5,311.4,1400,45.1,29,63140.0
300.6,311.5,1419,38.6,31,54773.4
300.7,311.5,1441,40.6,33,58504.6
300.7,311.6,1348,62.5,36,84250.0
300.8,311.7,1468,38.7,39,56811.600000000006
300.7,311.7,1701,30.8,44,52390.8
300.7,311.7,1864,23.6,47,43990.4
300.6,311.6,1630,31.8,52,51834.0
300.5,311.5,1316,49.7,55,65405.200000000004
300.5,311.5,1708,31.2,57,53289.6
300.5,311.4,1679,27.5,59,46172.5
300.5,311.4,1709,32.3,64,55200.7
300.5,311.4,1445,41.5,66,59967.5
300.5,311.4,1390,51.9,68,72141.0
300.4,311.4,1309,55.5,71,72649.5
300.5,311.5,1499,37.6,73,56362.4
300.5,311.4,2072,18.8,75,38953.6
300.5,311.5,1487,43.0,78,63941.0
300.5,311.5,1302,49.6,80,64579.200000000004
300.5,311.5,1378,48.2,82,66419.6
300.5,311.6,1365,53.0,85,72345.0
300.6,311.7,1427,44.6,87,63644.200000000004
300.6,311.7,1535,33.3,92,51115.49999999999
300.5,311.6,1476,41.7,97,61549.200000000004
300.5,311.6,1425,42.4,102,60420.0
300.5,311.7,1409,54.7,104,77072.3
300.5,311.6,1730,30.2,106,52246.0
300.5,311.6,1454,41.4,108,60195.6
300.6,311.7,1744,26.9,111,46913.6
300.8,311.9,1761,29.0,113,51069.0
300.7,311.9,1657,30.9,116,51201.299999999996
300.7,311.8,1420,47.0,119,66740.0
300.7,311.9,1329,59.2,121,78676.8
300.6,311.9,1472,44.2,126,65062.4
300.6,312.0,1566,30.1,128,47136.600000000006
300.6,312.0,1430,42.7,130,61061.00000000001
300.6,312.0,1481,40.9,132,60572.9
300.6,312.0,1670,29.4,134,49098.0
